,Index,Date,Year,Month,Amount,Label,Account,Description,Category
262,262,6/01/2022,2022,06-Jun,-82.07,Income,Checking,COMMONWEALTH OF UM PAYROLL 210731 PPD,Income
263,263,3/01/2022,2022,03-Mar,7.73,Alcohol & Bars,Citi,REDSTONE LIQUORS STONEHAM MA,Alcohol
264,264,10/01/2022,2022,10-Oct,17.16,Restaurants,Citi,GrubHub,Take-Out
265,265,4/01/2022,2022,04-Apr,-97.4,Transfer,Savings **3175,EXTERNAL TRANSFERThe Savings Bank,Ignore
266,266,5/01/2021,2021,05-May,78.11,Education,Citi,UMI DISSERTATIONPREPUB 800-521-0600 MI,Education
267,267,11/01/2021,2021,11-Nov,-63.1,Personal Care,Citi,UMLOWCASHMGT 978-934-3575 MA,Medical/Healthcare
268,268,12/01/2021,2021,12-Dec,44.68,Music,Citi,Spotify,Entertainment
269,269,2/01/2022,2022,02-Feb,-25.58,Service Fee,Citi,MEMBERSHIP FEE AUG 21-JUL 22,Personal Expenses
270,270,3/01/2022,2022,03-Mar,-96.95,Transfer,Checking,Axos Bank Transfer 210802 WEB,Ignore
271,271,4/01/2022,2022,04-Apr,51.61,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210802 WEB,Ignore
272,272,3/01/2020,2020,03-Mar,19.77,Buy,Checking,FID BKG SVC LLC MONEYLINE 210803 PPD,
273,273,6/01/2021,2021,06-Jun,-83.93,Restaurants,Citi,GrubHub,Take-Out
274,274,5/01/2022,2022,05-May,-66.96,Income,Citi,Autopay Rautopay Auto,Income
275,275,2/01/2020,2020,02-Feb,10.84,Interest Income,Savings **3175,Interest Paid,Income
276,276,8/01/2022,2022,08-Aug,-35.32,Education,Citi,ASME 973-882-1170 NJ,Education
277,277,5/01/2021,2021,05-May,-28.21,Shopping,Chase,Amazon,Personal Expenses
278,278,9/01/2020,2020,09-Sep,0.01,Interest Income,STATEMENT SAVINGS,INTEREST PAID 07/01 THROUGH 07/31,Income
279,279,9/01/2022,2022,09-Sep,-35.48,Groceries,Chase,Whole Foods,Groceries
280,280,4/01/2020,2020,04-Apr,-66.42,Income,Checking,COMMONWEALTH OF UM PAYROLL 210717 PPD,Income
281,281,6/01/2021,2021,06-Jun,-24.87,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210722 PPD,Ignore
282,282,7/01/2022,2022,07-Jul,81.95,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
283,283,5/01/2022,2022,05-May,99.23,Restaurants,Citi,GrubHub,Take-Out
284,284,11/01/2021,2021,11-Nov,-85.69,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
285,285,9/01/2020,2020,09-Sep,-24.64,Savings,Checking,INTERNET TFR TO SAV 0016262386,Savings
286,286,10/01/2021,2021,10-Oct,-14.89,Take-Out & Delivery,Citi,Slice,Take-Out
287,287,1/01/2020,2020,01-Jan,1.34,Groceries,Citi,Market Basket,Groceries
288,288,3/01/2022,2022,03-Mar,-8.81,Gas & Fuel,Citi,Shell,Gas
289,289,6/01/2021,2021,06-Jun,45.51,Restaurants,Citi,GrubHub,Take-Out
290,290,8/01/2022,2022,08-Aug,-71.5,Income,Checking,Surcharge Rebate,Income
291,291,5/01/2021,2021,05-May,89.07,Shopping,Chase,Amazon,Personal Expenses
292,292,12/01/2022,2022,12-Dec,4.44,Coffee Shops,Citi,Dunkin Donuts,Coffee
293,293,1/01/2022,2022,01-Jan,57.07,Coffee Shops,Citi,Dunkin Donuts,Coffee
294,294,1/01/2022,2022,01-Jan,86.94,Coffee Shops,Citi,Dunkin Donuts,Coffee
295,295,1/01/2020,2020,01-Jan,17.95,Gym Clothes,Citi,Fabletics.com,
296,296,7/01/2021,2021,07-Jul,-56.06,Income,Checking,COMMONWEALTH OF UM PAYROLL 210703 PPD,Income
297,297,4/01/2020,2020,04-Apr,-64.45,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
298,298,6/01/2022,2022,06-Jun,-38.63,Transfer,Savings **3175,EXTERNAL TRANSFERThe Savings Bank,Ignore
299,299,4/01/2020,2020,04-Apr,75.18,Groceries,Citi,Market Basket,Groceries
300,300,3/01/2022,2022,03-Mar,68.31,Music,Citi,Spotify,Entertainment
301,301,10/01/2022,2022,10-Oct,-87.34,Haircut,Checking,950 MAIN ST ATM MELROSE MA US 003084,
302,302,8/01/2021,2021,08-Aug,33.63,ATM Fee,Checking,TERMINAL SURCHARGE,Personal Expenses
303,303,10/01/2020,2020,10-Oct,46.63,Restaurants,Citi,GrubHub,Take-Out
304,304,9/01/2020,2020,09-Sep,-55.05,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210702 PPD,Retirement Savings
305,305,10/01/2020,2020,10-Oct,46.8,Safety Net,Checking,Axos Bank Transfer 210701 WEB,Safety Net
306,306,10/01/2021,2021,10-Oct,-51.78,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210701 WEB,Ignore
307,307,9/01/2022,2022,09-Sep,50.11,Income,Citi,Autopay Rautopay Auto,Income
308,308,9/01/2022,2022,09-Sep,89.44,Interest Income,Savings **3175,Interest Paid,Income
309,309,3/01/2021,2021,03-Mar,-87.49,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
310,310,12/01/2022,2022,12-Dec,90.49,Auto & Transport,Citi,Golden Nozzle Car Wash,Car
311,311,4/01/2020,2020,04-Apr,4.29,Gas & Fuel,Citi,Exxon,Gas
312,312,12/01/2022,2022,12-Dec,-84.39,Interest Income,STATEMENT SAVINGS,INTEREST PAID 06/01 THROUGH 06/30,Income
313,313,9/01/2020,2020,09-Sep,98.34,Pharmacy,Citi,Walgreens,Medical/Healthcare
314,314,5/01/2020,2020,05-May,81.73,Take-Out & Delivery,Citi,Slice,Take-Out
315,315,5/01/2021,2021,05-May,96.06,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210622 PPD,Ignore
316,316,9/01/2021,2021,09-Sep,98.19,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
317,317,11/01/2020,2020,11-Nov,-28.36,Shopping,Chase,Amazon,Personal Expenses
318,318,11/01/2022,2022,11-Nov,5.57,Groceries,Chase,Whole Foods,Groceries
319,319,10/01/2021,2021,10-Oct,96.72,Groceries,Citi,Market Basket,Groceries
320,320,6/01/2021,2021,06-Jun,-84.29,Education,Chase,Amazon,Education
321,321,1/01/2021,2021,01-Jan,-79.38,Restaurants,Citi,GrubHub,Take-Out
322,322,5/01/2021,2021,05-May,60.2,Groceries,Citi,Wegman's,Groceries
323,323,3/01/2020,2020,03-Mar,-90.53,Income,Checking,COMMONWEALTH OF UM PAYROLL 210605 PPD,Income
324,324,12/01/2022,2022,12-Dec,68.82,Transfer,Savings **3175,EXTERNAL TRANSFERThe Savings Bank,Ignore
325,325,5/01/2022,2022,05-May,-14.1,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
326,326,9/01/2021,2021,09-Sep,98.3,Restaurants,Citi,Wood & Fire,Take-Out
327,327,7/01/2021,2021,07-Jul,40.06,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
328,328,4/01/2022,2022,04-Apr,92.57,Music,Citi,Spotify,Entertainment
329,329,9/01/2022,2022,09-Sep,85.41,Transfer,Checking,Axos Bank Transfer 210603 WEB,Ignore
330,330,11/01/2022,2022,11-Nov,17.85,Income,Savings **3175,Mobile Deposit,Income
331,331,12/01/2022,2022,12-Dec,-33.19,Investment,Checking,FID BKG SVC LLC MONEYLINE 210603 PPD,Investment
332,332,8/01/2022,2022,08-Aug,-28.75,Groceries,Chase,Whole Foods,Groceries
333,333,4/01/2020,2020,04-Apr,-7.51,Alcohol & Bars,Citi,Liquor Junction,Alcohol
334,334,6/01/2022,2022,06-Jun,-90.15,Groceries,Citi,Market Basket,Groceries
335,335,2/01/2020,2020,02-Feb,-68.5,Transfer,STATEMENT SAVINGS,INTERNET TFR TO CHK 0023073127,Ignore
336,336,7/01/2022,2022,07-Jul,-10.96,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
337,337,10/01/2021,2021,10-Oct,-70.9,Transfer,STATEMENT SAVINGS,INTERNET TFR TO CHK 0023073127,Ignore
338,338,4/01/2022,2022,04-Apr,-6.51,Transfer,Checking,Internet Tfr Frm,Ignore
339,339,12/01/2020,2020,12-Dec,81.57,Transfer,Checking,Internet Tfr Frm,Ignore
340,340,3/01/2021,2021,03-Mar,-82.09,Safety Net,Checking,INTERNET TFR TO SAV 0016262386,Safety Net
341,341,10/01/2020,2020,10-Oct,-31.26,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210601 WEB,Ignore
342,342,6/01/2020,2020,06-Jun,-28.76,Income,Citi,Autopay Rautopay Auto,Income
343,343,4/01/2020,2020,04-Apr,-11.44,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
344,344,5/01/2020,2020,05-May,71.32,Interest Income,STATEMENT SAVINGS,INTEREST PAID 05/01 THROUGH 05/31,Income
345,345,2/01/2021,2021,02-Feb,52.95,Income,Checking,COMMONWEALTH OF UM PAYROLL 210522 PPD,Income
346,346,6/01/2022,2022,06-Jun,90.34,Restaurants,Citi,GrubHub,Take-Out
347,347,4/01/2022,2022,04-Apr,-56.48,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
348,348,9/01/2020,2020,09-Sep,25.73,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
349,349,9/01/2022,2022,09-Sep,52.18,Gift,Citi,Bed Bath & Beyond,Gifts
350,350,7/01/2020,2020,07-Jul,-43.54,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210525 PPD,Retirement Savings
351,351,1/01/2021,2021,01-Jan,19.48,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210521 PPD,Ignore
352,352,6/01/2022,2022,06-Jun,-14.48,Education,Chase,Amazon,Education
353,353,5/01/2022,2022,05-May,78.56,Groceries,Chase,Whole Foods,Groceries
354,354,12/01/2022,2022,12-Dec,-10.62,Restaurants,Citi,SLICE*LOUISFAMOUSROAST 8889749928 NY,Take-Out
355,355,8/01/2022,2022,08-Aug,31.59,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
356,356,2/01/2021,2021,02-Feb,75.69,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
357,357,7/01/2020,2020,07-Jul,-22.8,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
358,358,3/01/2022,2022,03-Mar,20.51,Groceries,Citi,Wegman's,Groceries
359,359,12/01/2020,2020,12-Dec,-82.4,Alcohol & Bars,Citi,Wegman's,Alcohol
360,360,12/01/2021,2021,12-Dec,70.16,Income,Checking,MOBILE DEPOSIT,Income
361,361,3/01/2020,2020,03-Mar,-23.01,Income,Checking,Internal Revenue Service,Income
362,362,12/01/2021,2021,12-Dec,50.79,Groceries,Citi,Stop & Shop,Groceries
363,363,11/01/2021,2021,11-Nov,-36.99,Food & Dining,Citi,GrubHub,Take-Out
364,364,2/01/2022,2022,02-Feb,-78.0,Income,Checking,MA State Tax,Income
365,365,11/01/2021,2021,11-Nov,53.71,Income,Checking,COMMONWEALTH OF UM PAYROLL 210508 PPD,Income
366,366,12/01/2022,2022,12-Dec,-19.65,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
367,367,10/01/2020,2020,10-Oct,41.26,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
368,368,3/01/2021,2021,03-Mar,-19.07,Groceries,Citi,Whole Foods,Groceries
369,369,12/01/2021,2021,12-Dec,11.03,Auto & Transport,Citi,AAA,Car
370,370,10/01/2020,2020,10-Oct,27.77,Tuition,Citi,UML COLLEGE 9789342000 MA,Education
371,371,10/01/2022,2022,10-Oct,-91.05,Tuition,Citi,UML COLLEGE FSF 8003469252 MA,Education
372,372,1/01/2021,2021,01-Jan,24.41,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
373,373,9/01/2020,2020,09-Sep,16.83,Food & Dining,Checking,Venmo,Take-Out
374,374,2/01/2021,2021,02-Feb,-22.82,Taxes,Citi,Intuit TurboTax,Personal Expenses
375,375,1/01/2022,2022,01-Jan,43.05,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
376,376,4/01/2022,2022,04-Apr,-99.22,Alcohol & Bars,Citi,REDSTONE LIQUORS STONEHAM MA,Alcohol
377,377,3/01/2020,2020,03-Mar,-38.04,Food & Dining,Citi,GrubHub,Take-Out
378,378,5/01/2020,2020,05-May,-41.31,Gas & Fuel,Citi,Shell,Gas
379,379,3/01/2022,2022,03-Mar,35.99,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
380,380,10/01/2020,2020,10-Oct,-95.67,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
381,381,9/01/2020,2020,09-Sep,94.69,Music,Citi,Spotify,Entertainment
382,382,3/01/2020,2020,03-Mar,7.72,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210503 WEB,Ignore
383,383,9/01/2021,2021,09-Sep,-12.66,Groceries,Citi,Wegman's,Groceries
384,384,3/01/2020,2020,03-Mar,-74.31,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210503 PPD,Retirement Savings
385,385,10/01/2021,2021,10-Oct,22.3,Restaurants,Citi,THREE AMIGOS INC STONEHAM MA,Take-Out
386,386,2/01/2021,2021,02-Feb,65.65,Income,Citi,Autopay Rautopay Auto,Income
387,387,9/01/2021,2021,09-Sep,-64.43,Income,Checking,COMMONWEALTH OF UM PAYROLL 210424 PPD,Income
388,388,11/01/2021,2021,11-Nov,-16.77,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
389,389,4/01/2021,2021,04-Apr,-48.59,Interest Income,STATEMENT SAVINGS,INTEREST PAID 04/01 THROUGH 04/30,Income
390,390,8/01/2021,2021,08-Aug,-7.34,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
391,391,3/01/2020,2020,03-Mar,86.5,Electronics & Software,Citi,GRAMMARLY COZCK3JSB 8883186146 CA,Personal Expenses
392,392,2/01/2021,2021,02-Feb,13.7,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
393,393,2/01/2022,2022,02-Feb,76.29,Groceries,Citi,H MART - BURLINGTON BURLINGTON MA,Groceries
394,394,7/01/2021,2021,07-Jul,-19.5,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
395,395,5/01/2020,2020,05-May,-85.74,Restaurants,Citi,Grabull Inc,Take-Out
396,396,6/01/2022,2022,06-Jun,-66.32,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210422 PPD,Ignore
397,397,4/01/2022,2022,04-Apr,-10.08,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
398,398,2/01/2021,2021,02-Feb,-97.42,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
399,399,6/01/2020,2020,06-Jun,93.12,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
400,400,5/01/2022,2022,05-May,-41.76,Food & Dining,Citi,GrubHub,Take-Out
401,401,1/01/2022,2022,01-Jan,-34.05,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
402,402,1/01/2020,2020,01-Jan,18.93,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
403,403,1/01/2022,2022,01-Jan,-27.75,Food & Dining,Checking,Venmo,Take-Out
404,404,12/01/2020,2020,12-Dec,17.1,Groceries,Citi,Market Basket,Groceries
405,405,8/01/2022,2022,08-Aug,-91.07,Groceries,Chase,Whole Foods,Groceries
406,406,11/01/2022,2022,11-Nov,-35.74,Income,Checking,COMMONWEALTH OF UM PAYROLL 210410 PPD,Income
407,407,7/01/2020,2020,07-Jul,59.63,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
408,408,8/01/2021,2021,08-Aug,-7.1,Shopping,Chase,Amazon,Personal Expenses
409,409,6/01/2020,2020,06-Jun,91.88,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
410,410,3/01/2021,2021,03-Mar,57.87,Restaurants,Citi,My Brothers Place,Take-Out
411,411,12/01/2022,2022,12-Dec,-65.06,Gas & Fuel,Citi,Shell,Gas
412,412,6/01/2020,2020,06-Jun,82.25,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
413,413,3/01/2020,2020,03-Mar,26.87,Groceries,Citi,Wegman's,Groceries
414,414,6/01/2022,2022,06-Jun,-81.69,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
415,415,6/01/2022,2022,06-Jun,-95.45,Electronics & Software,Citi,Apple R Lynnfield,Personal Expenses
416,416,10/01/2022,2022,10-Oct,66.36,Restaurants,Citi,My Brothers Place,Take-Out
417,417,3/01/2022,2022,03-Mar,34.4,Music,Citi,Spotify,Entertainment
418,418,12/01/2021,2021,12-Dec,6.92,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210401 WEB,Ignore
419,419,8/01/2020,2020,08-Aug,83.38,Income,Checking,COMMONWEALTH OF UM PAYROLL 210327 PPD,Income
420,420,9/01/2022,2022,09-Sep,-94.95,Food & Dining,Citi,GrubHub,Take-Out
421,421,3/01/2020,2020,03-Mar,37.27,Income,Citi,Autopay Rautopay Auto,Income
422,422,2/01/2020,2020,02-Feb,-77.78,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210401 PPD,Retirement Savings
423,423,8/01/2022,2022,08-Aug,-72.89,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
424,424,9/01/2021,2021,09-Sep,84.66,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
425,425,12/01/2020,2020,12-Dec,-79.43,Interest Income,STATEMENT SAVINGS,INTEREST PAID 03/01 THROUGH 03/31,Income
426,426,7/01/2020,2020,07-Jul,-64.14,Shopping,Citi,SP * PAPERLIKE HAMBURG DEU,Personal Expenses
427,427,10/01/2021,2021,10-Oct,61.39,Electronics & Software,Citi,Apple,Personal Expenses
428,428,5/01/2021,2021,05-May,-90.6,Restaurants,Citi,SLICE*LOUISFAMOUSROAST 8889749928 NY,Take-Out
429,429,2/01/2022,2022,02-Feb,58.67,Electronics & Software,Citi,Apple,Personal Expenses
430,430,8/01/2021,2021,08-Aug,6.59,Groceries,Citi,Wegman's,Groceries
431,431,12/01/2022,2022,12-Dec,-27.31,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
432,432,1/01/2021,2021,01-Jan,98.21,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
433,433,5/01/2021,2021,05-May,57.93,Groceries,Chase,Whole Foods,Groceries
434,434,3/01/2021,2021,03-Mar,96.59,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
435,435,11/01/2020,2020,11-Nov,34.7,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210322 PPD,Ignore
436,436,7/01/2021,2021,07-Jul,98.68,Groceries,Chase,Market Basket,Groceries
437,437,8/01/2022,2022,08-Aug,8.57,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
438,438,6/01/2022,2022,06-Jun,31.59,Restaurants,Citi,SLICE*LOUISFAMOUSROAST 8889749928 NY,Take-Out
439,439,1/01/2022,2022,01-Jan,31.84,Income,Checking,COMMONWEALTH OF UM PAYROLL X1031 COMMONWEALTH OF UM PAYROLL XX0313 PPD,Income
440,440,9/01/2022,2022,09-Sep,23.11,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
441,441,2/01/2022,2022,02-Feb,2.32,Food & Dining,Citi,SPD America LLC 855-469-3729 MI,Take-Out
442,442,9/01/2022,2022,09-Sep,-16.34,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
443,443,9/01/2021,2021,09-Sep,6.34,Home Improvement,Citi,LOWES #00907* 866-483-7521 NC,Household
444,444,6/01/2021,2021,06-Jun,-74.0,Home Improvement,Citi,LOWES #00907* 866-483-7521 NC,Household
445,445,3/01/2021,2021,03-Mar,50.34,Income,Checking,Internal Revenue Service,Income
446,446,11/01/2020,2020,11-Nov,-98.94,Home Improvement,Citi,SECURITY CREDIT-ITEM UNDER INVESTIGATION,Household
447,447,3/01/2022,2022,03-Mar,4.38,Home Improvement,Citi,SECURITY CREDIT-ITEM UNDER INVESTIGATION,Household
448,448,8/01/2020,2020,08-Aug,-93.42,Restaurants,Citi,SLICE*LOUISFAMOUSROAST 8889749928 NY,Take-Out
449,449,3/01/2022,2022,03-Mar,8.97,Restaurants,Citi,TENOCH MELROSE gosq.com MA,Take-Out
450,450,11/01/2022,2022,11-Nov,26.86,Retirement Savings,Checking,INTERNET TFR TO SAV INTERNET TFR TO SAV,Retirement Savings
451,451,8/01/2021,2021,08-Aug,-20.77,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
452,452,11/01/2021,2021,11-Nov,84.16,Groceries,Citi,Market Basket,Groceries
453,453,3/01/2021,2021,03-Mar,81.06,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
454,454,3/01/2021,2021,03-Mar,-79.65,Restaurants,Citi,My Brothers Place,Take-Out
455,455,7/01/2020,2020,07-Jul,-38.22,Income,Checking,COMMONWEALTH OF UM PAYROLL 210227 PPD,Income
456,456,5/01/2022,2022,05-May,89.78,Retirement Savings,Checking,INTERNET TFR TO SAV INTERNET TFR TO SAV,Retirement Savings
457,457,6/01/2021,2021,06-Jun,87.68,Music,Citi,Spotify,Entertainment
458,458,2/01/2020,2020,02-Feb,33.29,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
459,459,12/01/2022,2022,12-Dec,-12.63,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210301 WEB,Ignore
460,460,8/01/2022,2022,08-Aug,7.34,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210301 PPD,Retirement Savings
461,461,12/01/2020,2020,12-Dec,-12.81,Income,Citi,Autopay Rautopay Auto,Income
462,462,4/01/2020,2020,04-Apr,-54.31,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
463,463,2/01/2022,2022,02-Feb,-13.0,Restaurants,Citi,TST* CHASHU RAMEN 508-353-7368 MA,Take-Out
464,464,1/01/2022,2022,01-Jan,-71.43,Groceries,Citi,Market Basket,Groceries
465,465,9/01/2022,2022,09-Sep,-44.67,Interest Income,STATEMENT SAVINGS,INTEREST PAID 02/01 THROUGH 02/28,Income
466,466,6/01/2020,2020,06-Jun,75.48,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
467,467,8/01/2022,2022,08-Aug,-53.13,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
468,468,10/01/2022,2022,10-Oct,-67.53,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210223 PPD,Retirement Savings
469,469,12/01/2022,2022,12-Dec,90.31,Retirement Savings,Checking,FID BKG SVC LLC MONEYLINE 210223 PPD,Retirement Savings
470,470,7/01/2022,2022,07-Jul,15.97,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210222 PPD,Ignore
471,471,2/01/2021,2021,02-Feb,-7.37,Groceries,Chase,Whole Foods,Groceries
472,472,5/01/2021,2021,05-May,-71.36,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
473,473,2/01/2021,2021,02-Feb,35.09,Transfer,Checking,Internet Tfr Frm,Ignore
474,474,8/01/2021,2021,08-Aug,-24.15,Transfer,STATEMENT SAVINGS,INTERNET TFR TO CHK 0023073127,Ignore
475,475,4/01/2021,2021,04-Apr,-52.15,Groceries,Citi,Market Basket,Groceries
476,476,8/01/2021,2021,08-Aug,43.73,Alcohol & Bars,Citi,Wine & Spirits,Alcohol
477,477,8/01/2021,2021,08-Aug,-89.85,Food & Dining,Citi,GrubHub,Take-Out
478,478,10/01/2022,2022,10-Oct,-19.35,Income,Checking,COMMONWEALTH OF UM PAYROLL 210213 PPD,Income
479,479,2/01/2021,2021,02-Feb,-26.72,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
480,480,9/01/2022,2022,09-Sep,77.36,Restaurants,Citi,GrubHub,Take-Out
481,481,12/01/2022,2022,12-Dec,88.05,Groceries,Citi,Market Basket,Groceries
482,482,1/01/2020,2020,01-Jan,98.11,Fast Food,Citi,TENOCH MELROSE gosq.com MA,Take-Out
483,483,5/01/2020,2020,05-May,58.06,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
484,484,10/01/2021,2021,10-Oct,49.6,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
485,485,1/01/2022,2022,01-Jan,23.28,Groceries,Chase,Whole Foods,Groceries
486,486,4/01/2022,2022,04-Apr,54.08,Income,Checking,COMMONWEALTH OF UM PAYROLL 210130 PPD,Income
487,487,2/01/2020,2020,02-Feb,-37.53,Music,Citi,Spotify,Entertainment
488,488,12/01/2020,2020,12-Dec,20.63,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
489,489,2/01/2022,2022,02-Feb,-18.94,Income,STATEMENT SAVINGS,Internet Tfr Frm,Income
490,490,6/01/2020,2020,06-Jun,55.72,Tuition,Citi,SOC FOR EXPER MECH 203-790-6373 CT,Education
491,491,7/01/2020,2020,07-Jul,8.33,Credit Card Payment,Checking,CITI AUTOPAY PAYMENT 210201 WEB,Ignore
492,492,6/01/2020,2020,06-Jun,10.89,Income,Citi,Autopay Rautopay Auto,Income
493,493,2/01/2021,2021,02-Feb,-72.67,Groceries,Citi,Market Basket,Groceries
494,494,7/01/2021,2021,07-Jul,-91.07,Interest Income,STATEMENT SAVINGS,INTEREST PAID 01/01 THROUGH 01/31,Income
495,495,4/01/2021,2021,04-Apr,-43.81,Food & Dining,Citi,GrubHub,Take-Out
496,496,4/01/2020,2020,04-Apr,28.99,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
497,497,11/01/2020,2020,11-Nov,36.05,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
498,498,9/01/2020,2020,09-Sep,-94.08,Transfer,STATEMENT SAVINGS,Internet Tfr Frm,Ignore
499,499,10/01/2020,2020,10-Oct,35.03,Health Insurance,Citi,UNIV HEALTH PLANS RANDOLPH MA,Health Insurance
500,500,9/01/2020,2020,09-Sep,-94.52,Income,Checking,MOBILE DEPOSIT,Income
501,501,12/01/2021,2021,12-Dec,-20.32,Credit Card Payment,Checking,CHASE CREDIT CRD AUTOPAY 210122 PPD,Ignore
502,502,12/01/2020,2020,12-Dec,67.01,Food & Dining,Checking,Venmo Cashout Ppd,Take-Out
503,503,6/01/2021,2021,06-Jun,39.06,Restaurants,Citi,Taste of Siam,Take-Out
504,504,2/01/2020,2020,02-Feb,87.47,Fast Food,Citi,My Brothers Place,Take-Out
505,505,9/01/2020,2020,09-Sep,-31.89,Credit Card Payment,Chase,AUTOMATIC PAYMENT - THANK,Ignore
506,506,7/01/2020,2020,07-Jul,-59.96,Income,Checking,COMMONWEALTH OF UM PAYROLL 210116 PPD,Income
507,507,8/01/2021,2021,08-Aug,89.99,Retirement Savings,Checking,INTERNET TFR TO SAV 0016262386,Retirement Savings
508,508,1/01/2022,2022,01-Jan,99.39,Income,STATEMENT SAVINGS,Internet Tfr Frm,Income
509,509,3/01/2022,2022,03-Mar,-72.6,Food & Dining,Citi,GrubHub,Take-Out
510,510,9/01/2022,2022,09-Sep,-87.21,Income,Checking,Venmo Cashout Ppd,Income
511,511,1/01/2021,2021,01-Jan,-63.95,Groceries,Citi,Market Basket,Groceries
512,512,2/01/2021,2021,02-Feb,-66.75,Gas & Fuel,Citi,Exxon,Gas
513,513,8/01/2021,2021,08-Aug,19.0,Groceries,Citi,Market Basket,Groceries
